coreid	scientificNameID	scientificName	taxonRank	parentNameUsageID	scientificNameAuthorship	family	subfamily	tribe	subtribe	genus	subgenus	specificEpithet	infraspecificEpithet	verbatimTaxonRank	nomenclaturalStatus	namePublishedIn	namePublishedInID	acceptedNameUsageID	taxonomicStatus	originalNameUsageID	taxonRemarks	created	modified	references	kingdom	nomenclaturalCode	bibliographicCitation	rightsHolder	license	rights
wfo-0001026441		Solanum ayacuchense	SPECIES	wfo-4000035688	Ochoa	Solanaceae				Solanum 		ayacuchense		sp.		"""Ochoa, Agronom?a (Lima) 26(4): 312. 1959., 1959."""	sol-0001026441		accepted					http://solanaceaesource.org/solanaceae/solanum-ayacuchense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026460		Solanum bahianum	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		bahianum		sp.		"""S.Knapp and S.Knapp, Bull. Brit. Mus. Nat. Hist. (Bot.) 19: 109. 1989., 1989."""	sol-0001026460		accepted					http://solanaceaesource.org/solanaceae/solanum-bahianum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026489		Solanum barbulatum	SPECIES	wfo-4000035688	Zahlbr.	Solanaceae				Solanum 		barbulatum		sp.		"""Zahlbr., Ann. K. K. Naturhist. Hofmus.  7: 6. 1892., 1892."""	sol-0001026489		accepted					http://solanaceaesource.org/solanaceae/solanum-barbulatum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026490		Solanum baretiae	SPECIES	wfo-4000035688	Tepe	Solanaceae				Solanum 		baretiae		sp.		PhytoKeys 8: 39 (-45; figs. 1-2). 2012 [3 Jan 2012]. Submitted.	sol-0001026490		accepted					http://solanaceaesource.org/solanaceae/solanum-baretiae	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026491		Solanum basendopogon	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		basendopogon		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 12: 1. 1913., 1913."""	sol-0001026491		accepted					http://solanaceaesource.org/solanaceae/solanum-basendopogon	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026501		Solanum batoides	SPECIES	wfo-4000035688	D'Arcy & Rakot.	Solanaceae				Solanum 		batoides		sp.		"""D. A. & Rakot., Fl. Madag., Fam. 176: 75. 1994., 1994."""	sol-0001026501		accepted					http://solanaceaesource.org/solanaceae/solanum-batoides	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026513		Solanum bellum	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		bellum		sp.		"""S.Knapp, Brittonia 38: 294. 1986., 1986."""	sol-0001026513		accepted					http://solanaceaesource.org/solanaceae/solanum-bellum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026529		Solanum berthaultii	SPECIES	wfo-4000035688	Hawkes	Solanaceae				Solanum 		berthaultii		sp.		"""Hawkes, Bull. Imp. Bur. Pl. Breed. Genet., Cambridge. 45, 122. 1944., 1944."""	sol-0001026529		accepted					http://solanaceaesource.org/solanaceae/solanum-berthaultii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026534		Solanum betaceum	SPECIES	wfo-4000035688	Cav.	Solanaceae				Solanum 		betaceum		sp.		"""Cav., Anales Hist. Nat. 1: 44. 1799., 1799."""	sol-0001026534		accepted					http://solanaceaesource.org/solanaceae/solanum-betaceum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026535		Solanum betroka	SPECIES	wfo-4000035688	D'Arcy & Rakot.	Solanaceae				Solanum 		betroka		sp.		"""D. A. & Rakot., Fl. Madag., Fam. 176: 77. 1994., 1994."""	sol-0001026535		accepted					http://solanaceaesource.org/solanaceae/solanum-betroka	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026604		Solanum boldoense	SPECIES	wfo-4000035688	Dunal & A.DC.	Solanaceae				Solanum 		boldoense		sp.		"""D. & A.DC., Dunal, Dunal, and D. & A.DC., Prodr. [A. P. de Candolle] 13(1): 679. 1852., 1852."""	sol-0001026604		accepted					http://solanaceaesource.org/solanaceae/solanum-boldoense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026607		Solanum boliviense	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		boliviense		sp.		"""Dunal, M.  ex Dunal, and Dunal, Prodr. [A. P. de Candolle] 13(1): 43. 1852., 1852."""	sol-0001026607		accepted					http://solanaceaesource.org/solanaceae/solanum-boliviense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026613		Solanum bombycinum	SPECIES	wfo-4000035688	Ochoa	Solanaceae				Solanum 		bombycinum		sp.		"""Ochoa, Amer. Potato J. 60: 849. 1983., 1983."""	sol-0001026613		accepted					http://solanaceaesource.org/solanaceae/solanum-bombycinum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026614		Solanum bonariense	SPECIES	wfo-4000035688	L.	Solanaceae				Solanum 		bonariense		sp.		"""L., L., L., L., and L., Sp. Pl. 185. 1753., 1753."""	sol-0001026614		accepted					http://solanaceaesource.org/solanaceae/solanum-bonariense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026642		Solanum brachyantherum	SPECIES	wfo-4000035688	Phil.	Solanaceae				Solanum 		brachyantherum		sp.		"""Phil. and Phil., Anales Univ. Chile 43: 522. 1873., 1873."""	sol-0001026642		accepted					http://solanaceaesource.org/solanaceae/solanum-brachyantherum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026651		Solanum bradei	SPECIES	wfo-4000035688	Giacomin & Stehmann	Solanaceae				Solanum 		bradei		sp.		PhytoKeys 38: 71. 2014.. Submitted.	sol-0001026651		accepted					http://solanaceaesource.org/solanaceae/solanum-bradei	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026656		Solanum brevicaule	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		brevicaule		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 11: 390. 1912., 1912."""	sol-0001026656		accepted					http://solanaceaesource.org/solanaceae/solanum-brevicaule	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026663		Solanum brevipedicellatum	SPECIES	wfo-4000035688	K.E.Roe	Solanaceae				Solanum 		brevipedicellatum		sp.		"""Roe, Brittonia 19: 361. 1967., 1967."""	sol-0001026663		accepted					http://solanaceaesource.org/solanaceae/solanum-brevipedicellatum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026686		Solanum buesii	SPECIES	wfo-4000035688	Vargas	Solanaceae				Solanum 		buesii		sp.		"""Vargas, Revista Argent. Agron. 10: 396. 1943., 1943."""	sol-0001026686		accepted					http://solanaceaesource.org/solanaceae/solanum-buesii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026696		Solanum bulbocastanum	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		bulbocastanum		sp.		"""Dunal, Encycl. [J. Lamarck & al.] Suppl. 3: 749. 1814., 1814."""	sol-0001026696		accepted					http://solanaceaesource.org/solanaceae/solanum-bulbocastanum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026706		Solanum bullatum	SPECIES	wfo-4000035688	Vell.	Solanaceae				Solanum 		bullatum		sp.		"""Vell., Fl. Flumin. 84. 1829., 1829."""	sol-0001026706		accepted					http://solanaceaesource.org/solanaceae/solanum-bullatum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026707		Solanum bumeliifolium	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		bumeliifolium		sp.		"""Dunal and Dunal, Prodr. [A. P. de Candolle] 13(1): 292. 1852., 1852."""	sol-0001026707		accepted					http://solanaceaesource.org/solanaceae/solanum-bumeliifolium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026711		Solanum burchellii	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		burchellii		sp.		"""Dunal, (O. ) Dunal, and (D. ) Dunal, Prodr. [A. P. de Candolle] 13(1): 291. 1852., 1852."""	sol-0001026711		accepted					http://solanaceaesource.org/solanaceae/solanum-burchellii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026717		Solanum burkartii	SPECIES	wfo-4000035688	Ochoa	Solanaceae				Solanum 		burkartii		sp.		"""Ochoa, Biota 11(87) : 97. 1977., 1977."""	sol-0001026717		accepted					http://solanaceaesource.org/solanaceae/solanum-burkartii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026725		Solanum caavurana	SPECIES	wfo-4000035688	Vell.	Solanaceae				Solanum 		caavurana		sp.		"""Vell., Fl. Flumin. 86. 1829., 1829."""	sol-0001026725		accepted					http://solanaceaesource.org/solanaceae/solanum-caavurana	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026733		Solanum cacosmum	SPECIES	wfo-4000035688	Bohs	Solanaceae				Solanum 		cacosmum		sp.		"""Bohs et al., Taxon 44: 585. 1995., 1995."""	sol-0001026733		accepted					http://solanaceaesource.org/solanaceae/solanum-cacosmum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026734		Solanum caelicolum	SPECIES	wfo-4000035688	Giacomin & Stehmann	Solanaceae				Solanum 		caelicolum		sp.		"""J. Bot. Res. Inst. Texas 7: 102. 2013., 2013."""	sol-0001026734		accepted					http://solanaceaesource.org/solanaceae/solanum-caelicolum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026740		Solanum cajanumense	SPECIES	wfo-4000035688	Kunth	Solanaceae				Solanum 		cajanumense		sp.		"""Kunth, Nov. Gen. Sp. [H.B.K.] 3: 47. 1818., 1818."""	sol-0001026740		accepted					http://solanaceaesource.org/solanaceae/solanum-cajanumense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026752		Solanum calidum	SPECIES	wfo-4000035688	Bohs	Solanaceae				Solanum 		calidum		sp.		"""Bohs et al., Taxon 44: 585. 1995., 1995."""	sol-0001026752		accepted					http://solanaceaesource.org/solanaceae/solanum-calidum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026754		Solanum calileguae	SPECIES	wfo-4000035688	Cabrera	Solanaceae				Solanum 		calileguae		sp.		"""Cabrera, Hickenia 1(31) : 162. 1978., 1878."""	sol-0001026754		accepted					http://solanaceaesource.org/solanaceae/solanum-calileguae	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026756		Solanum callianthum	SPECIES	wfo-4000035688	C.V.Morton	Solanaceae				Solanum 		callianthum		sp.		"""C.V.Morton, C.V.Morton, and C.V.Morton, Contr. U.S. Natl. Herb. 29: 43. 1944., 1944."""	sol-0001026756		accepted					http://solanaceaesource.org/solanaceae/solanum-callianthum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026777		Solanum campaniforme	SPECIES	wfo-4000035688	Roem. & Schult.	Solanaceae				Solanum 		campaniforme		sp.		"""R. & Schult. et al., Syst. Veg., ed. 15 bis [Roemer & Schultes] 4: 662. 1819., 1819."""	sol-0001026777		accepted					http://solanaceaesource.org/solanaceae/solanum-campaniforme	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026819		Solanum candolleanum	SPECIES	wfo-4000035688	Berthault	Solanaceae				Solanum 		candolleanum		sp.		"""Berthault, Ann. Sci. Agron. Fran?. ?trang?re, ser. 3, 6: 190. 1911., 1911."""	sol-0001026819		accepted					http://solanaceaesource.org/solanaceae/solanum-candolleanum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026821		Solanum canense	SPECIES	wfo-4000035688	Rydb.	Solanaceae				Solanum 		canense		sp.		"""Rydb., Bull. Torrey Bot. Club 51: 174. 1924., 1924."""	sol-0001026821		accepted					http://solanaceaesource.org/solanaceae/solanum-canense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026827		Solanum canoasense	SPECIES	wfo-4000035688	L.B.Sm. & Downs	Solanaceae				Solanum 		canoasense		sp.		"""L. B. S. & Downs, Fl. Ilustr. Catarin., pt. 1, Solanac. 104. 1966., 1966."""	sol-0001026827		accepted					http://solanaceaesource.org/solanaceae/solanum-canoasense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026830		Solanum cantense	SPECIES	wfo-4000035688	Ochoa	Solanaceae				Solanum 		cantense		sp.		"""Ochoa, Agronom?a (Lima) 26: 217. 1959., 1959."""	sol-0001026830		accepted					http://solanaceaesource.org/solanaceae/solanum-cantense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026831		Solanum capense	SPECIES	wfo-4000035688	L.	Solanaceae				Solanum 		capense		sp.		"""L. and L., Syst. ed. 10: 935. 1759., 1759."""	sol-0001026831		accepted					http://solanaceaesource.org/solanaceae/solanum-capense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026841		Solanum capillipes	SPECIES	wfo-4000035688	Britton	Solanaceae				Solanum 		capillipes		sp.		"""Britton, Britton, and Britton, Bull. Torrey Bot. Club 48(12): 338. 1921., 1921."""	sol-0001026841		accepted					http://solanaceaesource.org/solanaceae/solanum-capillipes	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026849		Solanum capsiciforme	SPECIES	wfo-4000035688	(Domin) G.T.S.Baylis	Solanaceae				Solanum 		capsiciforme		sp.		"""G.T.S.Baylis and (D. ) G.T.S.Baylis, Austral. J. Bot. 11: 168. 1963., 1963."""	sol-0001026849		accepted					http://solanaceaesource.org/solanaceae/solanum-capsiciforme	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026858		Solanum cardiophyllum	SPECIES	wfo-4000035688	Lindl.	Solanaceae				Solanum 		cardiophyllum		sp.		"""Lindl., J. Hort. Soc. 3: 70, fig. 1848., 1848."""	sol-0001026858		accepted					http://solanaceaesource.org/solanaceae/solanum-cardiophyllum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026895		Solanum cassioides	SPECIES	wfo-4000035688	L.B.Sm. & Downs	Solanaceae				Solanum 		cassioides		sp.		"""L. B. S. & Downs and L. B. S. & Downs, Phytologia 10: 430. 1964., 1964."""	sol-0001026895		accepted					http://solanaceaesource.org/solanaceae/solanum-cassioides	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026905		Solanum catombelense	SPECIES	wfo-4000035688	Peyr.	Solanaceae				Solanum 		catombelense		sp.		"""Peyr., Sitzungsber. Kaiserl. Akad. Wiss., Math.-Naturwiss. Cl. 38: 576. 1860., 1860."""	sol-0001026905		accepted					http://solanaceaesource.org/solanaceae/solanum-catombelense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026923		Solanum celsum	SPECIES	wfo-4000035688	Standl. & C.V.Morton	Solanaceae				Solanum 		celsum		sp.		"""S. & C.V.Morton, Publ. Field Mus. Nat. Hist., Bot. Ser. 18: 1077. 1938., 1938."""	sol-0001026923		accepted					http://solanaceaesource.org/solanaceae/solanum-celsum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026925		Solanum cerasiferum	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		cerasiferum		sp.		"""Dunal, Dunal, Dunal, and H.  ex Dunal, Prodr. [A. P. de Candolle] 13(1): 365. 1852., 1852."""	sol-0001026925		accepted					http://solanaceaesource.org/solanaceae/solanum-cerasiferum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026946		Solanum chacoense	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		chacoense		sp.		"""Bitter, Bitter, and Bitter, Repert. Spec. Nov. Regni Veg. 11: 18. 1912., 1912."""	sol-0001026946		accepted					http://solanaceaesource.org/solanaceae/solanum-chacoense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026962		Solanum chalmersii	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		chalmersii		sp.		"""S.Knapp, Brittonia 58: 330. 2006., 2006."""	sol-0001026962		accepted					http://solanaceaesource.org/solanaceae/solanum-chalmersii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001026964		Solanum chamaepolybotryon	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		chamaepolybotryon		sp.		"""Bitter, Bitter, and Bitter, Repert. Spec. Nov. Regni Veg. 11: 471. 1912., 1912."""	sol-0001026964		accepted					http://solanaceaesource.org/solanaceae/solanum-chamaepolybotryon	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
